Element,  Total(W), Total(var),  I2R(W), I2X(var), No-load(W), No-load(var)
Line.RBT_1824606, 0.01915919, 0.0002248308, 0.01915919, 0.0002248308, 0, 0
Line.RBT_1822549, 7.167686E-010, -0.0002223179, 7.167686E-010, -0.0002223179, 0, 0
Line.RBT_1823413, 0.001644907, -0.0005915784, 0.001644907, -0.0005915784, 0, 0
Line.RBT_1821319, 0.02173508, 0.0005004939, 0.02173508, 0.0005004939, 0, 0
Line.RBT_1828841, 0.114287, 0.005410143, 0.114287, 0.005410143, 0, 0
Line.RBT_1821327, 0.2128514, 0.01034252, 0.2128514, 0.01034252, 0, 0
Line.RBT_1821163, 0.0735449, 0.002994619, 0.0735449, 0.002994619, 0, 0
Line.RBT_1821165, 0.5088, 0.02613232, 0.5088, 0.02613232, 0, 0
Line.RBT_1820908, 0.04531695, 0.001350738, 0.04531695, 0.001350738, 0, 0
Line.RBT_1832348, 0.03253469, 0.000401846, 0.03253469, 0.000401846, 0, 0
Line.RBT_1831799, 0.0399459, 0.001234764, 0.0399459, 0.001234764, 0, 0
Line.RBT_1825771, 0.07427593, 0.002957201, 0.07427593, 0.002957201, 0, 0
Line.RBT_1820917, 0.1349596, 0.006737664, 0.1349596, 0.006737664, 0, 0
Line.RBT_1808146, 0.2262804, 0.01092354, 0.2262804, 0.01092354, 0, 0
Line.RBT_1828149, 0.000460527, -0.003131109, 0.000460527, -0.003131109, 0, 0
Line.RBT_1837995, 56.37301, 3.011214, 56.37301, 3.011214, 0, 0
Line.RBT_1834926, 0.4964153, 0.02375422, 0.4964153, 0.02375422, 0, 0
Line.RBT_1808211, 0.02823155, 0.001176632, 0.02823155, 0.001176632, 0, 0
Line.RBT_1818967, 0.08444661, 0.0001254568, 0.08444661, 0.0001254568, 0, 0
Line.RBT_1821323, 0.08689515, 0.003852107, 0.08689515, 0.003852107, 0, 0
Line.RBT_1824616, 0.008995998, -0.0004096219, 0.008995998, -0.0004096219, 0, 0
Line.RBT_1809882, 0.03945788, 0.001691539, 0.03945788, 0.001691539, 0, 0
Line.RBT_1835166, 2.209057E-005, -0.0006938627, 2.209057E-005, -0.0006938627, 0, 0
Line.RBT_2317544, 0.005367061, -0.000363737, 0.005367061, -0.000363737, 0, 0
Line.RBT_2316205, 0.5498764, 0.02792379, 0.5498764, 0.02792379, 0, 0
Line.RBT_2316206, 0.03026957, 0.001192832, 0.03026957, 0.001192832, 0, 0
Line.RBT_2320979, -1.424213E-010, -0.0006523532, -1.424213E-010, -0.0006523532, 0, 0
Line.RBT_2320988, 0.004715039, -0.0002994071, 0.004715039, -0.0002994071, 0, 0
Line.RBT_2332117, 0.6548294, 0.03354609, 0.6548294, 0.03354609, 0, 0
Line.RBT_2329919, 0.3606178, 0.01804133, 0.3606178, 0.01804133, 0, 0
Line.RBT_2307003, 0.9529017, 0.05058997, 0.9529017, 0.05058997, 0, 0
Line.RBT_1833433, 7.423346E-011, -0.001620548, 7.423346E-011, -0.001620548, 0, 0
Line.RBT_1834304, 0.07142267, 0.00327493, 0.07142267, 0.00327493, 0, 0
Line.RBT_1827453, 1.234388, 0.06518104, 1.234388, 0.06518104, 0, 0
Line.RBT_1821882, 0.0609676, 0.002539318, 0.0609676, 0.002539318, 0, 0
Line.RBT_1821886, 0.001601713, -0.00107644, 0.001601713, -0.00107644, 0, 0
Line.RBT_1821899, 0.1229352, 0.005852756, 0.1229352, 0.005852756, 0, 0
Line.RBT_1809093, 0.190656, 0.008749888, 0.190656, 0.008749888, 0, 0
Line.RBT_1825615, 0.04193535, 0.002063996, 0.04193535, 0.002063996, 0, 0
Line.RBT_1822476, 0.06435911, 0.002926773, 0.06435911, 0.002926773, 0, 0
Line.RBT_1824624, 0.02073387, 0.0007229847, 0.02073387, 0.0007229847, 0, 0
Line.RBT_1824251, 0.1050436, 0.004662838, 0.1050436, 0.004662838, 0, 0
Line.RBT_1825438, 0.0009262339, -7.938722E-005, 0.0009262339, -7.938722E-005, 0, 0
Line.RBT_1827057, 0.02189916, 0.000449731, 0.02189916, 0.000449731, 0, 0
Line.RBT_1828210, -2.219934E-010, -0.0007009556, -2.219934E-010, -0.0007009556, 0, 0
Line.RBT_1836632, 0.2630492, 0.01283064, 0.2630492, 0.01283064, 0, 0
Line.RBT_1833224, 0.001918597, -0.0006499616, 0.001918597, -0.0006499616, 0, 0
Line.RBT_1832652, 0.2012521, 0.01004788, 0.2012521, 0.01004788, 0, 0
Line.RBT_1833514, 0.02990543, 0.001144253, 0.02990543, 0.001144253, 0, 0
Line.RBT_1831625, -1.551655E-011, -0.0002142347, -1.551655E-011, -0.0002142347, 0, 0
Line.RBT_1837773, 0.01439641, 0.0001447908, 0.01439641, 0.0001447908, 0, 0
Line.RBT_1838269, -4.503568E-010, -0.0004816176, -4.503568E-010, -0.0004816176, 0, 0
Line.RBT_2336733, -7.378546E-010, -0.0001913088, -7.378546E-010, -0.0001913088, 0, 0
Line.RBT_2321625, 0.02692149, 0.0008628552, 0.02692149, 0.0008628552, 0, 0
Line.RBT_2321626, 0.003383656, -0.0007305685, 0.003383656, -0.0007305685, 0, 0
Line.RBT_2320028, 0.0001749987, -0.001138475, 0.0001749987, -0.001138475, 0, 0
Line.RBT_2322459, 0.007570598, -2.529387E-005, 0.007570598, -2.529387E-005, 0, 0
Line.RBT_1838626, -1.453594E-010, -0.001403131, -1.453594E-010, -0.001403131, 0, 0
Line.RBT_1827880, 0.2413816, 0.01052451, 0.2413816, 0.01052451, 0, 0
Line.RBT_1816327, 0.03031859, 0.0008698027, 0.03031859, 0.0008698027, 0, 0
Line.RBT_1807833, 1.466989E-006, -0.0006597231, 1.466989E-006, -0.0006597231, 0, 0
Line.RBT_1807834, 0.1441152, 0.006634582, 0.1441152, 0.006634582, 0, 0
Line.RBT_1807835, 0.3992578, 0.02023292, 0.3992578, 0.02023292, 0, 0
Line.RBT_1710576, 0.1273563, 0.005796476, 0.1273563, 0.005796476, 0, 0
Line.RBT_1829215, 0.02396779, 0.0009117568, 0.02396779, 0.0009117568, 0, 0
Line.RBT_1826722, 1.129765, 0.06007109, 1.129765, 0.06007109, 0, 0
Line.RBT_1837003, 0.2538706, 0.01148587, 0.2538706, 0.01148587, 0, 0
Line.RBT_1808094, 2.903018, 0.1539161, 2.903018, 0.1539161, 0, 0
Line.RBT_1808096, 0.00982099, -0.0008190671, 0.00982099, -0.0008190671, 0, 0
Line.RBT_1821157, 0.004020035, -0.000523891, 0.004020035, -0.000523891, 0, 0
Line.RBT_1825423, 0.360501, 0.01794968, 0.360501, 0.01794968, 0, 0
Line.RBT_1829557, 0.1928778, 0.009247224, 0.1928778, 0.009247224, 0, 0
Line.RBT_1828487, 0.1422266, 0.006317837, 0.1422266, 0.006317837, 0, 0
Line.RBT_1836288, 0.01191974, -0.0001577187, 0.01191974, -0.0001577187, 0, 0
Line.RBT_1835680, 0.1733097, 0.007863201, 0.1733097, 0.007863201, 0, 0
Line.RBT_1834921, 0.1085941, 0.005001291, 0.1085941, 0.005001291, 0, 0
Line.RBT_1833296, 5.253417E-011, -0.0007322967, 5.253417E-011, -0.0007322967, 0, 0
Line.RBT_1827375, 0.03698914, 0.001650564, 0.03698914, 0.001650564, 0, 0
Line.RBT_1824270, 0.09594057, 0.003720823, 0.09594057, 0.003720823, 0, 0
Line.RBT_1822470, 2.592852E-010, -0.0004709303, 2.592852E-010, -0.0004709303, 0, 0
Line.RBT_1819255, 0.1140647, 0.005210943, 0.1140647, 0.005210943, 0, 0
Line.RBT_1818131, 0.01851351, 0.0002358673, 0.01851351, 0.0002358673, 0, 0
Line.RBT_1816381, 0.01731783, 0.0002176651, 0.01731783, 0.0002176651, 0, 0
Line.RBT_1809876, 0.07592525, 0.003401959, 0.07592525, 0.003401959, 0, 0
Line.RBT_1808076, 0.02898082, 0.001021771, 0.02898082, 0.001021771, 0, 0
Line.RBT_1808077, 0.09843667, 0.003819612, 0.09843667, 0.003819612, 0, 0
Line.RBT_1808078, 0.07789273, 0.003112426, 0.07789273, 0.003112426, 0, 0
Line.RBT_1808080, 0.04916278, 0.001718876, 0.04916278, 0.001718876, 0, 0
Line.RBT_1808258, 0.002513284, -0.0005894634, 0.002513284, -0.0005894634, 0, 0
Line.RBT_1808065, 0.1281102, 0.00213196, 0.1281102, 0.00213196, 0, 0
Line.RBT_1808066, 2.176964E-010, -0.004900069, 2.176964E-010, -0.004900069, 0, 0
Line.RBT_1830341, 7.381413, 0.3907833, 7.381413, 0.3907833, 0, 0
Line.RBT_1835220, 0.01804834, 0.0002395502, 0.01804834, 0.0002395502, 0, 0
Line.RBT_1808069, -5.674685E-010, -0.000629408, -5.674685E-010, -0.000629408, 0, 0
Line.RBT_1725802, 1.070029E-010, -9.712805E-005, 1.070029E-010, -9.712805E-005, 0, 0
Line.RBT_1808085, 0.0001158517, -0.003195969, 0.0001158517, -0.003195969, 0, 0
Line.RBT_1808086, 0.1678478, 0.008314347, 0.1678478, 0.008314347, 0, 0
Line.RBT_1808449, 0.09176419, 0.003459846, 0.09176419, 0.003459846, 0, 0
Line.RBT_1826799, 0.07646932, 0.002779942, 0.07646932, 0.002779942, 0, 0
Line.RBT_1834053, 0.146713, 0.007107945, 0.146713, 0.007107945, 0, 0
Line.RBT_1824003, 0.003148495, -0.0009412201, 0.003148495, -0.0009412201, 0, 0
Line.RBT_1835528, 0.01193839, -0.0007621385, 0.01193839, -0.0007621385, 0, 0
Line.RBT_1820722, 0.3763243, 0.01821149, 0.3763243, 0.01821149, 0, 0
Line.RBT_1820723, 0.06034274, 0.000426781, 0.06034274, 0.000426781, 0, 0
Line.RBT_1808091, 0.229349, 0.01179559, 0.229349, 0.01179559, 0, 0
Line.RBT_1808275, 1.11092, 0.05438735, 1.11092, 0.05438735, 0, 0
Line.RBT_1824004, 0.09659634, 0.00473668, 0.09659634, 0.00473668, 0, 0
Line.RBT_1824006, 0.05786966, 0.002228398, 0.05786966, 0.002228398, 0, 0
Line.RBT_1831763, 0.1230249, 0.005671494, 0.1230249, 0.005671494, 0, 0
Line.RBT_1831970, 0.1496898, 0.003769692, 0.1496898, 0.003769692, 0, 0
Line.RBT_1826719, 0.1325094, 0.006272713, 0.1325094, 0.006272713, 0, 0
Line.RBT_1828209, 0.175578, 0.008433625, 0.175578, 0.008433625, 0, 0
Line.RBT_1808097, 0.04577845, 0.001013577, 0.04577845, 0.001013577, 0, 0
Line.RBT_1808099, 0.02223886, -0.00195633, 0.02223886, -0.00195633, 0, 0
Line.RBT_1808100, 0.03056439, 0.001159119, 0.03056439, 0.001159119, 0, 0
Line.RBT_1808202, 0.01280261, -0.002458921, 0.01280261, -0.002458921, 0, 0
Line.RBT_1808204, 0.3032865, 0.01512345, 0.3032865, 0.01512345, 0, 0
Line.RBT_1817301, 0.004913723, -0.0004141388, 0.004913723, -0.0004141388, 0, 0
Line.RBT_1832349, 0.02385264, 0.0009878654, 0.02385264, 0.0009878654, 0, 0
Line.RBT_1824245, 0.001535822, -0.0003548998, 0.001535822, -0.0003548998, 0, 0
Line.RBT_1824246, 0.05848041, 0.002597156, 0.05848041, 0.002597156, 0, 0
Line.RBT_1824781, 0.0249216, 0.0005554354, 0.0249216, 0.0005554354, 0, 0
Line.RBT_1823415, 0.03709125, 0.001373638, 0.03709125, 0.001373638, 0, 0
Line.RBT_1823405, 0.02074324, 0.0002958691, 0.02074324, 0.0002958691, 0, 0
Line.RBT_1825228, 0.06589876, 0.00296706, 0.06589876, 0.00296706, 0, 0
Line.RBT_1824790, 0.003742581, -0.0002994466, 0.003742581, -0.0002994466, 0, 0
Line.RBT_1824789, 0.01535752, 0.0002030285, 0.01535752, 0.0002030285, 0, 0
Line.RBT_1807671, 0.01467925, 0.0003168922, 0.01467925, 0.0003168922, 0, 0
Line.RBT_1825671, 0.07750647, 0.003538569, 0.07750647, 0.003538569, 0, 0
Line.RBT_1836859, 8.61396E-005, -0.001403803, 8.61396E-005, -0.001403803, 0, 0
Line.RBT_1836856, 0.0002037529, -0.0005198845, 0.0002037529, -0.0005198845, 0, 0
Line.RBT_1838627, 1.964716E-005, -0.002618309, 1.964716E-005, -0.002618309, 0, 0
Line.RBT_1827898, -1.518622E-010, -0.0007441006, -1.518622E-010, -0.0007441006, 0, 0
Line.RBT_1827882, 0.009221444, 0.0002017795, 0.009221444, 0.0002017795, 0, 0
Line.RBT_1827770, 0.103793, 0.005312753, 0.103793, 0.005312753, 0, 0
Line.RBT_1826941, 0.1630449, 0.008147781, 0.1630449, 0.008147781, 0, 0
Line.RBT_1827465, 0.038921, 0.001231167, 0.038921, 0.001231167, 0, 0
Line.RBT_1829565, 0.1093399, 0.00556714, 0.1093399, 0.00556714, 0, 0
Line.RBT_1830340, 0.0248651, 0.0001228265, 0.0248651, 0.0001228265, 0, 0
Line.RBT_1830144, 0.1519688, 0.005159965, 0.1519688, 0.005159965, 0, 0
Line.RBT_1828489, 0.2391103, 0.01198673, 0.2391103, 0.01198673, 0, 0
Line.RBT_1828486, 0.07552364, 0.003348882, 0.07552364, 0.003348882, 0, 0
Line.RBT_1829554, 0.5240694, 0.02761662, 0.5240694, 0.02761662, 0, 0
Line.RBT_1829559, 0.006017182, -0.0006865826, 0.006017182, -0.0006865826, 0, 0
Line.RBT_1828996, 0.006973711, -0.0001552841, 0.006973711, -0.0001552841, 0, 0
Line.RBT_1829378, 0.2485301, 0.01209718, 0.2485301, 0.01209718, 0, 0
Line.RBT_1832342, 0.9764128, 0.05083677, 0.9764128, 0.05083677, 0, 0
Line.RBT_1832344, 0.001039552, -0.0008286248, 0.001039552, -0.0008286248, 0, 0
Line.RBT_1832228, 2.078131, 0.1061529, 2.078131, 0.1061529, 0, 0
Line.RBT_1832356, 0.09625204, 0.004406477, 0.09625204, 0.004406477, 0, 0
Line.RBT_1832347, 0.1052947, 0.005029588, 0.1052947, 0.005029588, 0, 0
Line.RBT_1831547, 0.08226928, 0.001596199, 0.08226928, 0.001596199, 0, 0
Line.RBT_1834054, 0.04126078, 0.00059916, 0.04126078, 0.00059916, 0, 0
Line.RBT_1832686, 0.04771282, 0.001813122, 0.04771282, 0.001813122, 0, 0
Line.RBT_1835161, 0.006817532, -0.002076259, 0.006817532, -0.002076259, 0, 0
Line.RBT_1835451, 0.05866985, 0.002191803, 0.05866985, 0.002191803, 0, 0
Line.RBT_1835527, 0.08203946, 0.003776772, 0.08203946, 0.003776772, 0, 0
Line.RBT_1836284, 0.003018801, -0.0007158945, 0.003018801, -0.0007158945, 0, 0
Line.RBT_1836285, 0.0005576278, -0.0008475933, 0.0005576278, -0.0008475933, 0, 0
Line.RBT_1836137, 0.001205965, -0.0009993762, 0.001205965, -0.0009993762, 0, 0
Line.RBT_1835296, 0.002081349, -0.001500647, 0.002081349, -0.001500647, 0, 0
Line.RBT_1834493, 0.002483669, -0.0002549915, 0.002483669, -0.0002549915, 0, 0
Line.RBT_1834309, 0.02056937, 0.0007646671, 0.02056937, 0.0007646671, 0, 0
Line.RBT_1834631, 0.005387211, -0.0002358453, 0.005387211, -0.0002358453, 0, 0
Line.RBT_1807427, 0.01910737, 0.0008320959, 0.01910737, 0.0008320959, 0, 0
Line.RBT_1807428, 0.0343121, 0.001305197, 0.0343121, 0.001305197, 0, 0
Line.RBT_1807429, 0.1749406, 0.008219246, 0.1749406, 0.008219246, 0, 0
Line.RBT_1807430, 0.01958504, 0.0005659554, 0.01958504, 0.0005659554, 0, 0
Line.RBT_1807431, 0.1019481, 0.004837788, 0.1019481, 0.004837788, 0, 0
Line.RBT_1807409, 0.07895944, 0.00355261, 0.07895944, 0.00355261, 0, 0
Line.RBT_1807410, 0.02454759, 2.935409E-005, 0.02454759, 2.935409E-005, 0, 0
Line.RBT_1807411, 0.006204826, -0.001613296, 0.006204826, -0.001613296, 0, 0
Line.RBT_1807413, 0.4985743, 0.02598402, 0.4985743, 0.02598402, 0, 0
Line.RBT_1807416, -6.02352E-010, -0.0002325314, -6.02352E-010, -0.0002325314, 0, 0
Line.RBT_1807417, 0.03260869, 0.001364704, 0.03260869, 0.001364704, 0, 0
Line.RBT_1807418, 0.001225575, -0.00123215, 0.001225575, -0.00123215, 0, 0
Line.RBT_1807400, 0.004961534, -0.0004636142, 0.004961534, -0.0004636142, 0, 0
Line.RBT_1823801, 0.100753, 0.004686953, 0.100753, 0.004686953, 0, 0
Line.RBT_1821891, 0.3884716, 0.01987083, 0.3884716, 0.01987083, 0, 0
Line.RBT_1821874, 0.08492972, 0.004081395, 0.08492972, 0.004081395, 0, 0
Line.RBT_1821875, 0.00885777, 0.0003772924, 0.00885777, 0.0003772924, 0, 0
Line.RBT_1820296, 0.01796765, 0.0002407653, 0.01796765, 0.0002407653, 0, 0
Line.RBT_1820293, 0.01170533, 0.0005299246, 0.01170533, 0.0005299246, 0, 0
Line.RBT_1821315, 0.02040951, 0.0009954012, 0.02040951, 0.0009954012, 0, 0
Line.RBT_1808293, 0.5403933, 0.02809622, 0.5403933, 0.02809622, 0, 0
Line.RBT_1807601, 0.8072435, 0.03893565, 0.8072435, 0.03893565, 0, 0
Line.RBT_1834802, 0.121797, 0.005404612, 0.121797, 0.005404612, 0, 0
Line.RBT_1829555, 0.2468914, 0.007846654, 0.2468914, 0.007846654, 0, 0
Line.RBT_1826120, 0.08026392, 0.003174905, 0.08026392, 0.003174905, 0, 0
Line.RBT_1825227, 0.1232263, 0.00653226, 0.1232263, 0.00653226, 0, 0
Line.RBT_1808124, 0.03688568, 0.001488541, 0.03688568, 0.001488541, 0, 0
Line.RBT_1817534, 0.6058179, 0.03224589, 0.6058179, 0.03224589, 0, 0
Line.RBT_1823854, 0.04096563, 0.001767135, 0.04096563, 0.001767135, 0, 0
Line.RBT_1807847, 0.0219816, 0.0006114297, 0.0219816, 0.0006114297, 0, 0
Line.RBT_1830829, 0.2072711, 0.01029184, 0.2072711, 0.01029184, 0, 0
Line.RBT_1838560, 0.008751661, 0.0001251323, 0.008751661, 0.0001251323, 0, 0
Line.RBT_1827035, 0.1071337, 0.005443038, 0.1071337, 0.005443038, 0, 0
Line.RBT_1821308, 0.01803128, -0.002310329, 0.01803128, -0.002310329, 0, 0
Line.RBT_1816300, 0.006422342, -0.0003422185, 0.006422342, -0.0003422185, 0, 0
Line.RBT_1807805, 0.7351609, 0.03815306, 0.7351609, 0.03815306, 0, 0
Line.RBT_1827356, 0.005005206, -0.0003680295, 0.005005206, -0.0003680295, 0, 0
Line.RBT_1827381, 0.006153214, -0.0005599775, 0.006153214, -0.0005599775, 0, 0
Line.RBT_2709944, 0.8453592, 0.04388674, 0.8453592, 0.04388674, 0, 0
Line.RBT_2721660, 0.02530523, 0.000105069, 0.02530523, 0.000105069, 0, 0
Line.RBT_2731275, 0.2832728, 0.01377629, 0.2832728, 0.01377629, 0, 0
Line.RBT_2722533, 0.01948168, 0.0006493491, 0.01948168, 0.0006493491, 0, 0
Line.RBT_2722944, 2.676773, 0.1417609, 2.676773, 0.1417609, 0, 0
Line.RBT_2727586, 4.244899E-006, -0.0005545277, 4.244899E-006, -0.0005545277, 0, 0
Line.RBT_1831962, 0.3406525, 0.01710728, 0.3406525, 0.01710728, 0, 0
Line.RBT_1808138, 0.07793985, 0.003263242, 0.07793985, 0.003263242, 0, 0
Line.RBT_1808139, 0.07428178, 0.003620671, 0.07428178, 0.003620671, 0, 0
Line.RBT_1834543, 0.01826975, -2.748052E-005, 0.01826975, -2.748052E-005, 0, 0
Line.RBT_1808153, 0.1899996, 0.009863635, 0.1899996, 0.009863635, 0, 0
Line.RBT_1808349, 0.4768052, 0.02478575, 0.4768052, 0.02478575, 0, 0
Line.RBT_1816359, 0.003524316, -0.0002468229, 0.003524316, -0.0002468229, 0, 0
Line.RBT_1813576, 0.1293604, 0.005651396, 0.1293604, 0.005651396, 0, 0
Line.RBT_1809864, 0.04055885, 0.001830492, 0.04055885, 0.001830492, 0, 0
Line.RBT_1813592, 0.02357744, 0.001069333, 0.02357744, 0.001069333, 0, 0
Line.RBT_1809810, 0.07777712, 0.001171009, 0.07777712, 0.001171009, 0, 0
Line.RBT_1809811, 0.005173278, 8.708975E-005, 0.005173278, 8.708975E-005, 0, 0
Line.RBT_1819474, 0.06984734, 0.00296382, 0.06984734, 0.00296382, 0, 0
Line.RBT_1819449, 8.081597E-011, -0.0009643672, 8.081597E-011, -0.0009643672, 0, 0
Line.RBT_1823802, 0.4870146, 0.02504465, 0.4870146, 0.02504465, 0, 0
Line.RBT_1822488, 6.952719E-005, -0.001446951, 6.952719E-005, -0.001446951, 0, 0
Line.RBT_1824630, -1.829751E-010, -0.0009883988, -1.829751E-010, -0.0009883988, 0, 0
Line.RBT_1824631, 0.1929469, 0.009994774, 0.1929469, 0.009994774, 0, 0
Line.RBT_1825424, 0.01524567, 0.000671142, 0.01524567, 0.000671142, 0, 0
Line.RBT_1824273, 0.1328233, 0.006386305, 0.1328233, 0.006386305, 0, 0
Line.RBT_1807437, 0.06882375, 0.00252992, 0.06882375, 0.00252992, 0, 0
Line.RBT_1807438, 0.1924648, 0.00978331, 0.1924648, 0.00978331, 0, 0
Line.RBT_1807439, 0.02625827, 0.0007338008, 0.02625827, 0.0007338008, 0, 0
Line.RBT_1807440, 0.0273631, 0.0009295206, 0.0273631, 0.0009295206, 0, 0
Line.RBT_1807441, 0.1659454, 0.008211072, 0.1659454, 0.008211072, 0, 0
Line.RBT_1807442, 0.6507325, 0.03423985, 0.6507325, 0.03423985, 0, 0
Line.RBT_1807443, 0.111235, 0.005237616, 0.111235, 0.005237616, 0, 0
Line.RBT_1807444, 0.01568697, -0.000177528, 0.01568697, -0.000177528, 0, 0
Line.RBT_1835677, 0.4345457, 0.02252548, 0.4345457, 0.02252548, 0, 0
Line.RBT_1832346, 0.3364484, 0.01726003, 0.3364484, 0.01726003, 0, 0
Line.RBT_1832350, 4.623361E-010, -0.000514731, 4.623361E-010, -0.000514731, 0, 0
Line.RBT_1833944, 0.1590454, 0.008174367, 0.1590454, 0.008174367, 0, 0
Line.RBT_1827904, 0.02560955, -7.138811E-005, 0.02560955, -7.138811E-005, 0, 0
Line.RBT_1828061, 0.1287386, 0.006597324, 0.1287386, 0.006597324, 0, 0
Line.RBT_1825661, 1.955713E-005, -0.00048734, 1.955713E-005, -0.00048734, 0, 0
Line.RBT_1825772, 0.01730441, 0.000783632, 0.01730441, 0.000783632, 0, 0
Line.RBT_1825940, 0.07322248, 0.002791002, 0.07322248, 0.002791002, 0, 0
Line.RBT_1831230, 0.1992886, 0.01037222, 0.1992886, 0.01037222, 0, 0
Line.RBT_1830143, 0.1294262, 0.005483882, 0.1294262, 0.005483882, 0, 0
Line.RBT_1829894, 0.3896209, 0.01997445, 0.3896209, 0.01997445, 0, 0
Line.RBT_1829244, -3.561719E-011, -0.0009187651, -3.561719E-011, -0.0009187651, 0, 0
Line.RBT_1828218, 0.07922521, 0.003345089, 0.07922521, 0.003345089, 0, 0
Line.RBT_1828481, 0.262936, 0.01300573, 0.262936, 0.01300573, 0, 0
Line.RBT_1838159, 0.03506222, 0.001683243, 0.03506222, 0.001683243, 0, 0
Line.RBT_1837504, 0.04494371, -0.0005859286, 0.04494371, -0.0005859286, 0, 0
Line.RBT_1838150, 0.02949549, 0.0006092963, 0.02949549, 0.0006092963, 0, 0
Line.RBT_1828839, 3.802828E-006, -0.0005905946, 3.802828E-006, -0.0005905946, 0, 0
Line.RBT_1829158, 1.370143, 0.0727566, 1.370143, 0.0727566, 0, 0
Line.RBT_1816294, 5.520244E-005, -0.00269429, 5.520244E-005, -0.00269429, 0, 0
Line.RBT_1817314, 0.4509229, 0.02356561, 0.4509229, 0.02356561, 0, 0
Line.RBT_1817492, 0.002811271, -0.003689306, 0.002811271, -0.003689306, 0, 0
Line.RBT_1813578, 0.2029726, 0.01027603, 0.2029726, 0.01027603, 0, 0
Line.RBT_1808373, 0.1977312, 0.0100365, 0.1977312, 0.0100365, 0, 0
Line.RBT_1808425, 0.1047586, 0.004972052, 0.1047586, 0.004972052, 0, 0
Line.RBT_1808285, 0.4148409, 0.020729, 0.4148409, 0.020729, 0, 0
Line.RBT_1824258, 0.1062618, 0.004699227, 0.1062618, 0.004699227, 0, 0
Line.RBT_1823845, 0.1016988, 0.004691801, 0.1016988, 0.004691801, 0, 0
Line.RBT_1818449, 0.1259737, 0.006377428, 0.1259737, 0.006377428, 0, 0
Line.RBT_1807422, 0.17368, 0.008240547, 0.17368, 0.008240547, 0, 0
Line.RBT_1807503, 0.03022294, 0.000256211, 0.03022294, 0.000256211, 0, 0
Line.RBT_1807504, 0.03132503, 0.001543679, 0.03132503, 0.001543679, 0, 0
Line.RBT_1807505, 0.05862848, 0.0005192878, 0.05862848, 0.0005192878, 0, 0
Line.RBT_1829211, 0.03820126, 0.0008785689, 0.03820126, 0.0008785689, 0, 0
Line.RBT_1829212, 0.04837092, 0.001364197, 0.04837092, 0.001364197, 0, 0
Line.RBT_1826905, 2.205355E-010, -0.0004249601, 2.205355E-010, -0.0004249601, 0, 0
Line.RBT_1828167, 0.1213095, 0.005567064, 0.1213095, 0.005567064, 0, 0
Line.RBT_1827043, 0.0302816, 0.001391394, 0.0302816, 0.001391394, 0, 0
Line.RBT_1833744, 0.2745646, 0.01393802, 0.2745646, 0.01393802, 0, 0
Line.RBT_1833613, 0.001481812, -0.0004413271, 0.001481812, -0.0004413271, 0, 0
Line.RBT_1832927, 0.01544542, 0.0005550918, 0.01544542, 0.0005550918, 0, 0
Line.RBT_1831546, 0.215309, 0.01037656, 0.215309, 0.01037656, 0, 0
Line.RBT_1831543, 5.098137E-010, -0.0002244775, 5.098137E-010, -0.0002244775, 0, 0
Line.RBT_1831240, 1.456437E-010, -0.0009990876, 1.456437E-010, -0.0009990876, 0, 0
Line.RBT_1831551, 0.03535818, 0.001082296, 0.03535818, 0.001082296, 0, 0
Line.RBT_1835760, 0.09179899, 0.003610939, 0.09179899, 0.003610939, 0, 0
Line.RBT_1836420, -5.525831E-010, -0.0005930533, -5.525831E-010, -0.0005930533, 0, 0
Line.RBT_1834060, 0.1549017, 0.007533051, 0.1549017, 0.007533051, 0, 0
Line.RBT_1837769, 0.01114966, 0.0004515662, 0.01114966, 0.0004515662, 0, 0
Line.RBT_1837512, 0.3110602, 0.01349319, 0.3110602, 0.01349319, 0, 0
Line.RBT_1838558, 0.04925541, 0.001760098, 0.04925541, 0.001760098, 0, 0
Line.RBT_1807715, 1.032187, 0.05437403, 1.032187, 0.05437403, 0, 0
Line.RBT_1808461, 0.08047668, 0.001553697, 0.08047668, 0.001553697, 0, 0
Line.RBT_1828977, 1.104418, 0.05644204, 1.104418, 0.05644204, 0, 0
Line.RBT_1829463, -1.256418E-011, -0.001017171, -1.256418E-011, -0.001017171, 0, 0
Line.RBT_1827459, 2.809016E-010, -0.0008499652, 2.809016E-010, -0.0008499652, 0, 0
Line.RBT_1831229, 1.61728E-010, -0.001113433, 1.61728E-010, -0.001113433, 0, 0
Line.RBT_1809098, 0.001165954, -0.003258272, 0.001165954, -0.003258272, 0, 0
Line.RBT_1808107, 0.02919266, 0.0007391627, 0.02919266, 0.0007391627, 0, 0
Line.RBT_1808108, 0.1622964, 0.00344345, 0.1622964, 0.00344345, 0, 0
Line.RBT_2716245, 1.777239E-010, -0.001469078, 1.777239E-010, -0.001469078, 0, 0
Line.RBT_2709945, 0.3682234, 0.01931732, 0.3682234, 0.01931732, 0, 0
Line.RBT_1820298, 0.5757323, 0.02941514, 0.5757323, 0.02941514, 0, 0
Line.RBT_1821878, 0.06707754, 0.002433597, 0.06707754, 0.002433597, 0, 0
Line.RBT_1834303, 0.2281674, 0.0102971, 0.2281674, 0.0102971, 0, 0
Line.RBT_1836738, 0.008880538, -0.0009168909, 0.008880538, -0.0009168909, 0, 0
